cont_0,cont_1,cont_2,cont_3,cont_4,cont_5,cont_6,cont_7,cont_9,cont_14,cont_15,cat_1_B1,cat_1_B2,cat_1_B3
166.5950000000001,4132.338333333333,6549.2,1748.7299999999998,6359.04,0.1092436974789916,2024.2850000000003,0.0,573.4922836472572,0.0,1730.3,1,0,0
447.1108333333332,9036.6325,52257.538,14446.553333333335,58587.28333333333,0.0606060606060606,4022.865,0.0,573.4922836472572,0.0,2461.0,1,0,0
0.0,7986.2,74574.376,8300.283333333333,77478.32666666668,0.3225806451612903,2963.0166666666664,0.0,573.4922836472572,0.0,2132.44,0,0,0
982.6008333333332,11077.5525,153882.243,5248.846666666666,153053.81333333332,0.0161290322580645,6366.755833333334,0.0,573.4922836472572,0.0,5018.63,0,0,0
444.4225,7866.811666666666,34880.705,4681.58,35859.99,0.0814814814814814,3955.415833333334,0.0,573.4922836472572,0.0,3536.03,1,0,0
2.4166666666666665,2390.1208333333334,100151.078,2129.91,101213.46,0.1546552586205666,225.50833333333333,0.0,573.4922836472572,0.0,0.0,0,0,0
0.0,5055.045833333334,70392.033,3753.8600000000006,68333.61666666668,0.0476190476190476,2196.6675,0.0,573.4922836472572,0.0,1218.46,0,0,0
803.265,5511.4141666666665,171487.247,2826.513333333334,171525.562,0.1029411764705882,1676.1833333333334,0.0,573.4922836472572,0.0,1060.0,0,0,0
121.0475,5443.287499999999,299348.41000000003,1669.64,446319.6366666667,0.0,2497.33,0.0,573.4922836472572,0.0,1988.3,0,0,0
739.9325,7836.969166666667,24073.883,3358.96,72928.09666666666,0.0238095238095238,3843.130833333334,0.0,573.4922836472572,0.0,2635.7200000000003,0,0,0
8.136666666666665,2599.7241666666664,9910.99,550.0133333333333,9701.98,0.1546552586205666,1078.054166666666,0.0,573.4922836472572,0.0,0.0,1,0,0
395.7833333333333,14001.448333333334,24346.853,2016.6666666666667,22285.60666666667,0.1590909090909091,6349.725833333334,0.0,573.4922836472572,0.0,0.0,0,0,0
86.87249999999999,4625.350833333333,29687.508,2216.5666666666666,29864.57666666667,0.0246913580246913,2292.6075,0.0,573.4922836472572,0.0,1350.0,1,0,0
95.21666666666664,4233.638333333333,127868.728,2441.133333333333,128695.43333333332,0.2236842105263158,1511.4625,0.0,573.4922836472572,0.0,2334.54,0,0,0
0.0,4039.5925,482092.73,1300.7700000000002,481736.48,0.0,2405.459166666665,0.0,573.4922836472572,0.0,636.39,0,0,0
43.0,37348.01,136669.64,33877.39,131474.69999999998,0.125,22442.346249999995,0.0,573.4922836472572,0.0,1632.17,0,1,0
317.7616666666667,6713.068333333334,77770.008,3545.046666666667,78406.1,0.1641791044776119,2823.705,0.0,573.4922836472572,0.0,3211.82,0,0,0
105.5575,30861.805833333336,11602.928,8255.85,23601.853333333333,0.0082644628099173,17943.76166666666,0.0,573.4922836472572,0.0,5403.17,0,1,0
29.883333333333336,79462.50333333334,109429.19,17742.813333333335,317311.5566666667,0.1546552586205666,37822.60916666666,0.0,573.4922836472572,0.0,1822.52,1,0,0
2608.311666666667,16135.179166666669,11164.288,7329.423333333333,12668.753333333334,0.1826923076923076,8078.317500000001,1698.5866666666668,573.4922836472572,0.0,7169.85,1,0,0
462.8983333333333,6437.52833333334,14949.989,13526.35,88384.04633333335,0.0,1352.2391666666667,0.0,573.4922836472572,0.0,1907.45,0,0,0
1004.37,4901.105833333334,102179.883,2353.6666666666665,102581.52666666669,0.1494252873563218,2301.1725,0.0,573.4922836472572,0.0,2313.0,0,0,0
534.7525,17101.41916666667,695419.058,30718.026666666672,690923.4666666667,0.0,2021.331666666668,0.0,573.4922836472572,0.0,3005.07,0,0,0
1015.505,30271.995000000006,149359.095,3657.686666666667,413130.43,0.0283018867924528,5407.724166666667,0.0,573.4922836472572,0.0,4124.46,0,0,0
209.5075,2665.3425,155759.843,1993.3333333333333,156555.59,0.0,825.0408333333335,0.0,573.4922836472572,0.0,2912.0,0,0,0
12.054166666666667,18857.316666666666,2505.223,2825.333333333333,2668.01,0.1,9329.945833333331,0.0,573.4922836472572,0.0,2000.0,1,0,0
548.4758333333333,34453.857500000006,63096.081,14304.313333333334,59220.58000000001,0.0326086956521739,16937.09166666667,0.0,0.0,0.0,0.0,1,0,0
118.56166666666668,5837.570833333334,105328.523,2041.3666666666668,104759.04666666668,0.0,2729.9675,0.0,573.4922836472572,0.0,2038.59,0,0,0
520.3125000000001,6911.545833333334,34450.845,2695.6666666666665,34467.67333333333,0.0509554140127388,2682.92,0.0,573.4922836472572,0.0,0.0,0,0,0
120.95833333333331,17431.275833333337,139380.27,9657.386666666667,139506.55333333332,0.625,7495.3725,14169.64,573.4922836472572,0.0,0.0,1,0,0
51.88333333333333,13721.245,121779.08,1434.21,121228.87,0.02,1915.8391666666664,0.0,573.4922836472572,0.0,1476.18,0,0,0
898.93,5354.609166666666,100474.663,2489.253333333333,99921.99333333336,0.0472440944881889,2291.8875000000003,0.0,573.4922836472572,0.0,1711.12,0,0,0
773.6116666666667,4624.514166666667,19503.785,225.7933333333333,18606.186666666665,0.0714285714285714,1981.1616666666664,0.0,573.4922836472572,0.0,0.0,0,0,0
187.74750000000003,8060.223333333334,56667.529,1499.92,56613.458000000006,0.1304347826086956,2334.618333333334,0.0,573.4922836472572,0.0,1527.0,0,0,0
354.4558333333334,16594.920833333334,640.4,4280.483333333334,3753.2066666666665,0.0769230769230769,8491.3075,0.0,573.4922836472572,0.0,2581.55,1,0,0
16.583333333333332,20345.3,24005.875,793.1666666666666,23694.13333333333,0.0,9411.0125,0.0,573.4922836472572,0.0,0.0,1,0,0
86.88916666666667,5009.87,3668.353,1931.3866666666663,3448.406666666667,0.0909090909090909,2411.800833333333,0.0,573.4922836472572,0.0,1904.66,0,0,0
1681.7066666666665,23116.27,47083.013,16022.163333333336,175502.12666666668,0.12,11417.665,0.0,573.4922836472572,0.0,10971.28,0,0,1
66.375,7381.941666666667,30947.213,4644.099999999999,31143.016666666663,0.0674157303370786,3060.466666666667,0.0,573.4922836472572,0.0,7421.17,1,0,0
412.5583333333333,3554.708333333333,47172.878,2051.5766666666664,47618.66333333333,0.6838235294117647,1144.3225,0.0,573.4922836472572,0.0,2013.0,0,0,0
606.7041666666667,6672.552500000001,101452.193,4687.193333333334,101020.26333333332,0.2736842105263158,3342.4175,0.0,573.4922836472572,0.0,0.0,1,0,0
0.0,20114.27833333333,5753.2,3209.976666666667,6729.323333333334,0.0571428571428571,9651.428333333335,0.0,573.4922836472572,0.0,2174.82,1,0,0
846.2983333333333,53431.63500000001,211328.153,11471.366666666669,212735.41333333333,1.0,20529.455833333337,0.0,573.4922836472572,0.0,8613.9,0,0,0
159.4983333333333,32763.12,19467.583,18028.22333333333,69100.74,0.032258064516129,15913.67416666667,0.0,573.4922836472572,0.0,998.66,0,0,0
0.0,9838.367499999998,59191.943,17151.53,59732.94,0.6,4316.416666666667,0.0,573.4922836472572,0.0,1447.08,0,0,0
1234.8416666666665,580815.3783333333,123902.723,346803.55,129786.24333333332,0.0555555555555555,292491.1266666667,0.0,573.4922836472572,0.0,0.0,1,0,0
38.82,43275.32083333333,20806.68,8304.06,21156.11,0.0,21892.150833333333,0.0,573.4922836472572,0.0,2097.36,1,0,0
194.625,5286.028333333335,18687.332,1578.2200000000005,18795.040666666668,0.1020408163265306,2857.5750000000003,0.0,573.4922836472572,0.0,208.22,0,0,0
4.0,5376.073333333334,184084.04,2085.48,182950.69000000003,0.04,2339.3125000000023,0.0,573.4922836472572,0.0,1644.13,0,0,0
82.73250000000007,9097.200833333332,57207.145,1936.0633333333333,57108.01000000001,0.0897435897435897,2782.330833333333,0.0,573.4922836472572,0.0,968.19,1,0,0
169.95666666666668,13004.3275,119714.46,3100.023333333333,119382.89,0.1358024691358024,5847.519166666666,0.0,-0.1666666666666666,0.0,2864.01,0,0,0
97.24416666666669,5290.880833333334,2545.2000000000003,2784.52,5151.526666666667,0.1401869158878504,2647.1341666666667,0.0,0.0,0.0,2289.27,1,0,0
2032.0725,11569.335833333333,222217.362,5365.856666666667,222044.704,0.3222222222222222,5121.087500000001,0.0,573.4922836472572,0.0,3632.54,1,0,0
2.727272727272727,2942.406363636364,54473.353,53.31,54078.43333333334,0.1546552586205666,836.9581818181817,0.0,573.4922836472572,0.0,0.0,0,0,0
266.1325,38017.45,27052.273,30118.02333333333,34962.55333333334,0.0727272727272727,19778.94,0.0,573.4922836472572,0.0,1770.87,1,0,0
4923.2875,26893.7775,711.6030000000001,11406.826666666668,239.7,0.0,13444.616666666669,0.0,573.4922836472572,0.0,8615.24,0,0,0
71.7925,7144.131666666667,84036.18000000001,3572.933333333333,84457.6,0.06,3784.491666666667,0.0,573.4922836472572,0.0,3987.35,0,0,0
1274.1691666666666,11414.863333333336,0.0,4188.0,12221.536666666669,0.1025641025641025,5586.2975,0.0,573.4922836472572,0.0,1935.0,1,0,0
86.96,3599.401666666666,108291.653,1331.9633333333334,107946.43,0.0,2103.0641666666666,0.0,573.4922836472572,0.0,0.0,0,0,0
4.988333333333333,12315.375833333334,69540.518,4578.000000000001,90572.4,0.0,6639.2891666666665,0.0,573.4922836472572,0.0,2562.3,0,0,0
3.0108333333333377,13359.255,162887.525,7061.503333333334,165067.86000000002,0.1568627450980392,6181.055833333335,0.0,573.4922836472572,0.0,5716.46,0,1,0
205.78583333333336,14047.3575,124773.865,7152.2266666666665,140609.55666666667,0.0,6624.338333333333,0.0,573.4922836472572,0.0,6501.99,1,0,0
296.9133333333333,5578.571666666667,19791.475,1846.67,19383.960000000003,0.2105263157894736,2831.2533333333336,0.0,573.4922836472572,0.0,1761.2,0,1,0
0.0,616.4316666666667,66283.378,390.28,65564.72,0.1546552586205666,94.195,0.0,573.4922836472572,0.0,0.0,0,0,0
380.7674999999999,10876.789166666667,208061.54,4380.126666666667,208502.02,0.1666666666666666,2696.6175000000003,0.0,573.4922836472572,0.0,3798.53,0,0,0
429.6833333333334,7671.849166666667,21908.0,3558.2333333333336,62438.26000000001,0.0283018867924528,3978.694166666666,0.0,573.4922836472572,0.0,3556.23,0,0,0
1089.2308333333333,7408.570833333332,127078.7,3953.853333333333,126911.51333333337,0.0161290322580645,3795.1058333333335,0.0,573.4922836472572,0.0,3893.0,0,0,0
449.3825,7138.711666666667,10839.51,2192.35,10776.94,0.1071428571428571,3386.026666666666,0.0,573.4922836472572,0.0,2165.13,0,0,0
288.05333333333334,2763.82,35976.128,1160.98,35990.426666666666,0.0,1312.825,0.0,573.4922836472572,0.0,0.0,0,0,0
24.605,15762.4375,55839.41,26222.36666666667,67644.65000000001,0.075,6407.662499999999,0.0,573.4922836472572,0.0,3366.96,0,1,0
760.2708333333334,15925.621666666668,15308.838,7527.173333333333,24784.983333333334,0.1985815602836879,6714.768333333333,0.0,573.4922836472572,0.0,4365.34,1,0,0
17.474999999999984,9283.8175,65414.703,4406.096666666667,132574.19333333333,0.2857142857142857,2763.959166666667,0.0,573.4922836472572,0.0,3103.09,0,0,0
1468.3925,18187.965000000004,89550.199,10083.463333333331,91470.919,0.0576923076923076,5385.294166666668,0.0,573.4922836472572,0.0,0.0,0,0,0
338.5666666666666,2977.0166666666664,15000.61,1330.4166666666667,14958.443333333336,0.2666666666666666,1579.725,0.0,573.4922836472572,0.0,552.41,0,0,0
858.1466666666669,16452.7275,50866.125,8879.06,47844.70333333334,0.472,8266.332499999999,0.0,573.4922836472572,0.0,10570.56,1,0,0
503.0991666666667,5935.255,38733.448,2623.056666666667,109564.68333333336,0.015625,2815.909166666667,0.0,573.4922836472572,0.0,2792.33,0,0,0
175.57499999999996,2871.78,15851.563,1802.6666666666667,16105.163333333332,0.2,1211.2675,0.0,573.4922836472572,0.0,1356.0,0,0,0
0.0,4901.315,75126.765,2223.11,78939.28666666667,0.3333333333333333,2514.6766666666667,0.0,573.4922836472572,0.0,2223.08,0,0,0
65.96916666666668,4533.485833333333,2689.91,2682.806666666667,2714.85,0.1428571428571428,2280.5075,0.0,573.4922836472572,0.0,1798.72,1,0,0
522.0766666666667,4471.780833333333,69641.935,2007.3333333333333,68759.29333333333,0.0588235294117647,2295.9475,0.0,573.4922836472572,0.0,0.0,0,0,0
74.04916666666666,13821.335,93493.791,3267.1800000000003,93139.36333333331,0.04,8942.099166666667,0.0,573.4922836472572,0.0,4859.62,1,0,0
6656.840833333333,148026.62000000002,1392758.96,29917.91333333333,1395126.6266666667,0.25,17633.476666666687,0.0,0.1428571428571427,0.0,0.0,0,0,0
497.8683333333333,37769.98583333333,787998.635,11292.75,783401.5033333333,0.0476190476190476,5503.721666666665,0.0,573.4922836472572,0.0,1744.45,0,0,0
300.0975,18433.435833333333,135770.678,10169.503333333334,138280.22,0.0606060606060606,6776.829999999999,0.0,573.4922836472572,0.0,3885.94,0,0,0
0.0,32055.655,163841.515,5273.37,213704.48,0.6666666666666666,17318.209166666667,0.0,573.4922836472572,0.0,5679.15,0,0,0
149.29166666666666,31939.78916666668,408905.255,5798.966666666666,515366.8133333333,0.2142857142857142,9248.195000000009,0.0,573.4922836472572,0.0,3423.62,0,0,0
275.7975,12100.456666666663,106790.36,4204.333333333333,106538.45,0.0,4001.8583333333336,0.0,573.4922836472572,0.0,6804.0,1,0,0
162.24583333333337,5233.430833333333,45874.31,2686.333333333333,46741.85999999999,0.2777777777777778,2128.2641666666664,0.0,573.4922836472572,0.0,2632.0,0,0,0
870.9775,7841.731666666667,242648.903,4532.666666666667,243454.22,0.25,3335.518333333333,0.0,573.4922836472572,0.0,3450.0,0,0,0
0.0,2928.123333333333,54088.337,1600.0,54788.29566666667,0.1546552586205666,733.1891666666667,0.0,573.4922836472572,0.0,0.0,1,0,0
1097.6133333333337,23168.045833333337,61674.46,15168.580000000002,63580.32333333333,0.3888888888888889,11031.543333333331,0.0,573.4922836472572,0.0,2716.42,1,0,0
840.6525000000001,5293.535833333333,6877.048000000001,3984.9833333333336,7397.57,0.2608695652173913,2617.0025,0.0,573.4922836472572,0.0,0.0,1,0,0
871.5741666666667,35104.817500000005,53523.725,15036.916666666666,95317.25333333334,0.0618556701030927,18936.6225,0.0,573.4922836472572,0.0,2893.16,0,0,0
603.1616666666667,12337.134166666665,88779.113,9892.476666666666,172632.14666666667,0.2967032967032967,4046.13,0.0,573.4922836472572,0.0,5018.37,0,0,0
73.41499999999999,7141.458333333333,23753.868,4408.5233333333335,23677.853333333333,0.0300751879699248,3591.713333333333,0.0,573.4922836472572,0.0,2665.7200000000003,0,0,0
1157.1,6974.059166666666,39339.62,3287.0,39602.833333333336,0.16,3350.2491666666665,0.0,573.4922836472572,0.0,3161.0,0,0,0
929.98,14918.9575,48512.615,5141.616666666666,61881.35333333334,0.1020408163265306,8613.965833333334,0.0,573.4922836472572,0.0,3169.0,1,0,0
532.9316666666667,4821.2725,11421.138,3666.6666666666665,12128.18,0.2666666666666666,2178.2725,0.0,573.4922836472572,0.0,0.0,1,0,0
171.57916666666665,6647.795833333334,78587.275,4964.403333333333,77119.80333333333,0.1666666666666666,3732.6416666666655,0.0,573.4922836472572,0.0,1342.0,0,0,0
2.668333333333333,11777.989166666666,42612.748,5061.673333333333,43597.32666666667,0.1290322580645161,5547.124166666667,0.0,573.4922836472572,0.0,5275.41,1,0,0
334.9025,3789.156666666667,11996.633,1600.6466666666668,11852.57,0.0,1970.1625,0.0,573.4922836472572,0.0,1525.24,0,0,0
93.73166666666668,6708.848333333332,62080.771,1747.54,101028.91333333332,0.1546552586205666,4249.695000000001,0.0,573.4922836472572,0.0,717.8100000000001,0,0,0
644.0025,5457.690833333333,12077.29,2503.6533333333336,27993.13,0.0,2735.789166666667,0.0,573.4922836472572,0.0,2139.13,0,0,0
69.72666666666667,9063.928333333331,270526.916,4158.056666666667,271463.4033333333,0.2666666666666666,3745.1216666666655,0.0,573.4922836472572,0.0,3121.96,0,0,0
341.385,8169.4425,22725.46,3974.026666666666,23004.9,0.108695652173913,3808.0525,0.0,573.4922836472572,0.0,4744.93,0,0,0
150.90833333333333,2052.9758333333334,114801.385,5182.266666666667,114581.42333333334,0.0,377.7258333333333,0.0,573.4922836472572,0.0,145.47,1,0,0
223.7225,10389.848333333332,53987.635,3935.566666666667,236399.06000000003,0.0,3584.0525,0.0,573.4922836472572,0.0,2566.71,1,0,0
455.8016666666667,27333.811666666665,148258.448,10056.28,149387.1066666667,0.0273224043715847,13081.012500000004,0.0,0.0,0.0,2022.59,1,0,0
92.81916666666666,7132.765833333332,61343.905,4257.306666666666,62185.25333333333,0.2857142857142857,2052.480833333333,0.0,573.4922836472572,0.0,2732.0,1,0,0
411.8666666666666,3458.8908333333334,24.355,1499.0,14.86,0.087719298245614,1767.6850000000002,109.26666666666668,573.4922836472572,0.0,1343.0,1,0,0
194.4725,5916.545833333333,13002.888,8914.7,14942.833333333334,0.0,2429.7616666666668,0.0,573.4922836472572,0.0,0.0,0,0,0
1066.4316666666666,12987.023333333336,62059.408,2647.2,62259.30666666666,0.2075471698113207,7795.588333333333,0.0,573.4922836472572,0.0,1260.0,1,0,0
102.66833333333324,3363.036666666667,11861.17,1815.02,11884.56,0.079136690647482,1731.6383333333335,0.0,573.4922836472572,0.0,1363.0,1,0,0
0.0,22564.05083333334,133496.283,12284.936666666668,129502.81666666664,0.0,11343.356666666668,0.0,573.4922836472572,0.0,0.0,0,0,0
0.0,3485.2116666666675,15147.79,4446.683333333333,15045.14,0.0246913580246913,1322.4574999999998,0.0,573.4922836472572,0.0,1547.0,1,0,0
596.2608333333334,10040.205833333335,63500.558,9355.61,64376.17666666667,0.3582089552238806,3758.164166666667,0.0,573.4922836472572,0.0,2703.99,1,0,0
159.36166666666668,12858.029166666667,29398.1,4064.506666666666,29947.24666666667,0.0476190476190476,6691.380000000001,0.0,573.4922836472572,0.0,0.0,0,0,0
444.0391666666666,71586.06833333331,332789.148,56648.38,334045.48666666663,0.1304347826086956,30259.956666666665,0.0,573.4922836472572,0.0,2287.7200000000003,1,0,0
904.53,28883.86666666667,192178.895,671.1233333333333,480040.04,0.037037037037037,24487.525,0.0,573.4922836472572,0.0,0.0,0,0,0
228.5133333333333,5936.755,50133.745,2938.1633333333334,50086.19,0.0619469026548672,2992.1808333333333,0.0,573.4922836472572,0.0,3299.8,0,1,0
170.79083333333332,8009.419166666667,3709.553,4796.820000000001,3317.2703333333334,0.1,4009.818333333333,0.0,573.4922836472572,0.0,3868.0,1,0,0
941.4125,9027.7875,59150.971,6958.833333333333,56664.95333333333,0.4516129032258064,4696.599166666666,0.0,573.4922836472572,0.0,2463.0,0,0,0
102.65833333333332,4288.256666666667,132162.446,2437.25,132706.42333333334,0.0833333333333333,1701.1258333333335,0.0,573.4922836472572,0.0,2423.3,0,0,0
56.45416666666657,4644.597500000001,29236.18,2484.333333333333,28962.236666666668,0.1,2632.455833333334,0.0,573.4922836472572,0.0,0.0,0,0,0
97.67333333333332,8631.618333333334,49423.283,2799.0800000000004,48468.02,0.0416666666666666,3575.931666666667,0.0,573.4922836472572,0.0,4647.52,1,0,0
4796.8625,76235.76416666668,1168927.908,80378.22333333334,1148838.163333333,0.1318681318681318,28087.08333333333,0.0,573.4922836472572,0.0,7109.74,1,0,0
57.498333333333335,6652.400000000001,717203.6,4119.61,721677.7799999999,0.0,2550.4491666666668,0.0,573.4922836472572,0.0,0.0,1,0,0
969.8316666666666,13140.308333333332,95322.218,6298.166666666667,94318.43333333332,0.1396648044692737,6497.129166666666,0.0,573.4922836472572,0.0,2920.99,0,1,0
646.3075,5436.529166666666,16453.055,3114.6666666666665,16825.406666666666,0.6666666666666666,3089.1125,0.0,573.4922836472572,0.0,1518.0,0,0,0
78.32833333333333,8850.783333333333,16592.472999999998,4020.8233333333337,16967.666666666668,0.0568181818181818,4338.405833333333,0.0,573.4922836472572,0.0,3214.66,1,0,0
159.34916666666666,31421.72583333333,118153.098,1818.94,118048.64666666668,0.5454545454545454,10846.771666666667,0.0,573.4922836472572,0.0,1818.94,0,0,0
0.0,3867.1725000000006,1306.035,1665.5700000000004,1278.88,0.1666666666666666,1915.46,0.0,573.4922836472572,0.0,1428.06,1,0,0
1450.6683333333335,9577.7275,12691.148,2471.4466666666663,11436.726666666667,0.0970873786407767,4631.8341666666665,0.0,573.4922836472572,0.0,2407.18,0,0,0
38.446666666666665,9838.950833333334,111130.33,2946.9566666666665,111456.62,0.6666666666666666,1892.1016666666667,0.0,573.4922836472572,0.0,1545.43,0,0,0
173.64833333333334,7259.415000000001,115511.945,2126.6766666666667,116225.62666666666,0.0,884.9483333333334,0.0,573.4922836472572,0.0,2527.42,0,1,0
0.0,2423.725833333334,51085.488,2895.9300000000003,60133.45333333333,0.0,598.9525,0.0,573.4922836472572,0.0,840.52,0,0,0
745.3516666666668,16711.845,42858.883,5703.953333333335,46439.71333333334,0.125,8601.365833333335,0.0,0.0,0.0,4987.0,0,0,0
158.00333333333333,7853.948333333334,56575.835,3461.0,55771.23666666667,0.12,4296.448333333334,0.0,573.4922836472572,0.0,3480.0,1,0,0
1363.4275,9189.409166666666,320071.638,5850.256666666667,366963.38666666666,0.0727272727272727,4129.178333333333,0.0,573.4922836472572,0.0,3959.29,0,0,0
659.635,5282.821666666666,144488.793,1033.3333333333333,148511.56333333332,0.2033898305084746,4384.715833333333,0.0,-0.0909090909090908,0.0,0.0,0,0,0
147.07833333333335,3991.009166666666,54183.113,1187.2333333333331,54211.15333333334,0.0,1340.7858333333334,0.0,573.4922836472572,0.0,1245.38,0,0,0
1302.3558333333335,187551.5975,12926.13,5389.573333333333,11729.443333333336,0.0,93222.835,0.0,0.0,0.0,0.0,1,0,0
298.8716666666667,7218.375833333334,16079.533,2913.2000000000003,16145.1,0.0769230769230769,3678.9525,0.0,573.4922836472572,0.0,2934.44,1,0,0
340.20916666666665,7953.936666666668,68541.015,3575.476666666667,68134.06333333334,0.0714285714285714,4002.9058333333337,0.0,573.4922836472572,0.0,2310.26,0,0,0
238.6833333333334,6620.691666666668,83315.313,3570.4733333333334,84515.73,0.0909090909090909,2937.2658333333334,0.0,573.4922836472572,0.0,0.0,0,0,0
1394.745,22198.962500000005,6659.341,13539.056666666664,6505.806666666666,0.116,11265.205833333335,0.0,0.3333333333333333,0.0,1627.28,1,0,0
504.2216666666666,103784.84,698.2950000000001,22762.246666666662,499672.51333333337,0.25,38522.9875,0.0,573.4922836472572,0.0,0.0,1,0,0
212.26083333333327,23895.165833333333,641440.658,3699.506666666666,645425.4533333335,0.0833333333333333,8014.961666666667,0.0,573.4922836472572,0.0,0.0,0,0,0
90.0575,5660.414166666666,340001.385,2681.2499999999995,339520.09,0.3333333333333333,2901.441666666666,0.0,573.4922836472572,0.0,2913.6,0,0,0
768.6041666666666,7352.975833333333,64179.9,4469.333333333333,65822.14666666667,0.0779220779220779,2978.5033333333336,0.0,573.4922836472572,0.0,1371.0,1,0,0
3937.095833333333,390075.4675,735604.753,5626.513333333333,726244.46,0.2654320987654321,168917.15000000002,0.0,573.4922836472572,0.0,382.13,0,1,0
291.7908333333333,8863.748333333335,222243.81,4242.693333333334,222051.82666666663,0.5263157894736842,4961.515833333334,0.0,573.4922836472572,0.0,0.0,0,1,0
131.00250000000003,2734.355833333333,49179.4,1586.3333333333333,49478.34,0.2142857142857142,686.4241666666667,0.0,573.4922836472572,0.0,1549.0,0,0,0
1123.91,7271.824166666666,83650.268,2146.8833333333337,82768.36666666667,0.1727272727272727,5007.110833333333,0.0,573.4922836472572,0.0,2011.98,0,1,0
190.7966666666667,5532.039166666668,67233.223,6196.743333333333,69930.35666666667,0.1724137931034483,2511.418333333333,0.0,573.4922836472572,0.0,1696.35,0,0,0
367.3975,6128.911666666667,75437.324,1307.3533333333332,74298.89333333333,0.3333333333333333,3362.189166666667,0.0,573.4922836472572,0.0,0.0,0,0,0
0.0,1068.95,716.355,496.46,844.25,0.1666666666666666,530.57,0.0,573.4922836472572,0.0,496.46,0,0,0
304.9733333333333,2977.4166666666665,86952.785,2311.233333333333,87435.55666666669,0.0204081632653061,1094.8508333333334,0.0,573.4922836472572,0.0,2068.0,0,0,0
640.1416666666668,19582.25833333333,53429.328,10040.886666666667,54657.30666666667,0.2666666666666666,9935.15,0.0,0.0,0.0,7494.86,0,0,0
284.6958333333334,6362.096666666667,63480.075,5045.613333333334,65118.77,0.1428571428571428,2848.715,0.0,573.4922836472572,0.0,3073.7200000000003,0,0,0
805.6,24668.755833333333,127988.005,7973.723333333334,126072.61233333334,0.1004784688995215,11278.288333333332,0.0,573.4922836472572,0.0,0.0,0,0,0
0.0,14371.8025,657004.288,13283.88,654288.14,0.25,4546.347500000001,0.0,573.4922836472572,0.0,0.0,0,0,0
2.4166666666666665,7909.435,199252.418,1304.78,199672.0933333333,0.1546552586205666,1155.8083333333334,0.0,573.4922836472572,0.0,1208.38,0,0,0
106.55916666666668,3222.9908333333337,15658.605,1320.763333333333,15467.656666666664,0.2238805970149253,1676.2641666666666,0.0,573.4922836472572,0.0,1322.69,1,0,0
618.3041666666668,30523.641666666663,1183301.148,10396.71,1184859.2433333334,0.1860465116279069,23120.236666666668,0.0,573.4922836472572,0.0,3642.0,1,0,0
207.0575,3675.0566666666673,24568.533,1636.6933333333334,23691.27666666667,0.1538461538461538,2016.7666666666669,0.0,573.4922836472572,0.0,1897.86,0,0,0
354.45166666666665,11291.135000000002,290144.32,3587.5066666666667,290136.9466666667,0.0985915492957746,2148.3991666666666,0.0,573.4922836472572,0.0,1235.37,0,0,0
196.0566666666667,3466.4700000000007,24153.1,1748.6666666666667,24090.61,0.2608695652173913,1347.1366666666663,0.0,573.4922836472572,0.0,1958.0,0,0,0
378.10833333333335,3710.369166666667,26857.09,1776.47,26875.15,0.3597560975609756,1829.23,0.0,573.4922836472572,0.0,1782.69,0,0,0
